title,juan,juan_title,index,headword,annotation
禮記,5,王制,214,僢,昌戀反
禮記,5,王制,215,衣皮,於旣反下同
禮記,5,王制,216,不粒,音立
禮記,5,王制,217,耆欲,市志反
禮記,5,王制,218,曰寄,京義反
禮記,5,王制,219,狄鞮,丁兮反知也
禮記,5,王制,220,曰譯,音亦
禮記,5,王制,221,閒之,如字又閒廁之閒
禮記,5,王制,222,度,大洛反
禮記,5,王制,223,必參,七南反
禮記,5,王制,224,咸,行緘反
禮記,5,王制,225,樂事,音岳又音洛
禮記,5,王制,226,以防,本又作坊音同
禮記,5,王制,227,恤孤,辛聿反
禮記,5,王制,228,以逮,音代又大計反
禮記,5,王制,229,不肖,音笑
禮記,5,王制,230,以絀,勑律反
禮記,5,王制,231,帥,音率
禮記,5,王制,232,循,音巡
禮記,5,王制,233,謂敖,本又作傲同五報反
禮記,5,王制,234,很,胡墾反
禮記,5,王制,235,孝弟,大計反本又作悌
禮記,5,王制,236,皆朝,直遥反
禮記,5,王制,237,于庠,音祥
禮記,5,王制,238,與執,音預
禮記,5,王制,239,國蜡,仕詐反
禮記,5,王制,240,覬其,音兾
禮記,5,王制,241,亦復,扶又反下又復復移復與同
禮記,5,王制,242,為之,于偽反下又為親為為其大亦為皆同
禮記,5,王制,243,選士,宣戀反下皆同
禮記,5,王制,244,徳行,下孟反
禮記,5,王制,245,不給,音急
禮記,5,王制,246,傜役,本又作繇音遙
禮記,5,王制,247,樂正,音岳
禮記,5,王制,248,之長,丁丈反下同
禮記,5,王制,249,夔,求龜反
禮記,5,王制,250,命女,音汝
禮記,5,王制,251,冬夏,户嫁反注及下注夏官同
禮記,5,王制,252,適子,丁歴反下注同
禮記,5,王制,253,皆造,才早反徐七到反
禮記,5,王制,254,小胥,息餘反又息吕反下同
禮記,5,王制,255,去食,丘吕反
禮記,5,王制,256,屏之,必郢反
禮記,5,王制,257,曰棘,依注音僰又作僰蒲北反偪也
禮記,5,王制,258,言偪,彼力反
禮記,5,王制,259,大逺,音泰舊他佐反
禮記,5,王制,260,其論,如字舊力困反
禮記,5,王制,261,任官,而金反下注同
禮記,5,王制,262,衣甲,於既反
禮記,5,王制,263,發卒,子忽反
禮記,5,王制,264,執技,其綺反本或作伎後同
禮記,5,王制,265,臝,本又作蠃力果反
禮記,5,王制,266,肱,古弘反
禮記,5,王制,267,擐衣,舊音患今讀宜音宣依字作㩊字林云㩊㩊臂也先全反
禮記,5,王制,268,臂脛,胡定反
禮記,5,王制,269,見勇,賢遍反
禮記,5,王制,270,明辟,婢亦反注同
禮記,5,王制,271,三刺,七智反殺也
禮記,5,王制,272,斷其,丁亂反下制㫁㫁計同
禮記,5,王制,273,之中,如字又丁仲反
禮記,5,王制,274,天論,音倫理也注同
禮記,5,王制,275,郵罰,音尤俗作郵過也
禮記,5,王制,276,麗,郎計反
禮記,5,王制,277,當,丁郎反
禮記,5,王制,278,假他,古雅反
禮記,5,王制,279,之量,徐音亮後皆同
禮記,5,王制,280,以别,彼列反
禮記,5,王制,281,氾與,本又作汎孚劒反
禮記,5,王制,282,比,必利反注同例也
禮記,5,王制,283,正平,皮命反
禮記,5,王制,284,棘木,紀力反
禮記,5,王制,285,要之,於妙反謂要最舊一遥反
禮記,5,王制,286,槐,回懷二音
禮記,5,王制,287,三又,義作宥
禮記,5,王制,288,遺忘,音妄
禮記,5,王制,289,爲人,于僞反
禮記,5,王制,290,易犯,以豉反後易犯同
禮記,5,王制,291,侀人,音刑
禮記,5,王制,292,析言,思曆反
禮記,5,王制,293,亂名,如字王肅作循名
禮記,5,王制,294,巧賣,起教反又如字
禮記,5,王制,295,巫蠱,音古
禮記,5,王制,296,鷸冠,尹必反徐音述
禮記,5,王制,297,瓊弁,皮戀反
禮記,5,王制,298,般,百閒反
禮記,5,王制,299,行僞,下孟反
禮記,5,王制,300,虚華,户瓜反又如字
禮記,5,王制,301,日卜,人一反
禮記,5,王制,302,金璋,之羊反
禮記,5,王制,303,不中,丁仲反下皆同
禮記,5,王制,304,幅廣,方服反
禮記,5,王制,305,耒耜,力對反下音似
禮記,5,王制,306,仲夏,戸嫁反下春夏同
禮記,5,王制,307,蜃,常忍反雉化爲之
禮記,5,王制,308,竟上,音境
禮記,5,王制,309,苛察,音何又呼河反本亦作呵
禮記,5,王制,310,諱惡,烏路反注同
禮記,5,王制,311,札書,側八反
禮記,5,王制,312,齊戒,側皆反本亦作齋下皆同
禮記,5,王制,313,司㑹,古外反注同司㑹冡宰之屬掌計要者
禮記,5,王制,314,勞農,力報反
禮記,5,王制,315,食禮,音嗣注及下注幷下文食之並同
禮記,5,王制,316,養於,如字俆以尚反下同
禮記,5,王制,317,瞽亦,音古
禮記,5,王制,318,異粻,陟良反糧也
禮記,5,王制,319,不離,力智反
禮記,5,王制,320,止觀,古亂反
禮記,5,王制,321,唯絞,戸交反
禮記,5,王制,322,紟,其鴆反
禮記,5,王制,323,衾冒,亡報反
禮記,5,王制,324,不煖,乃管反温也下同
禮記,5,王制,325,珍從,才用反又如字
禮記,5,王制,326,不與,音預下及注同
禮記,5,王制,327,言糾,居黝反徐居酉反
禮記,5,王制,328,作絿,音求又音糾
禮記,5,王制,329,䍿,音皇本又作皇
禮記,5,王制,330,冔,況甫反
禮記,5,王制,331,縞衣,古老反又古報反
禮記,5,王制,332,纁,許云反
禮記,5,王制,333,則牟,亡侯反
禮記,5,王制,334,追,丁雷反
禮記,5,王制,335,復除,上音福下如字又直慮反
禮記,5,王制,336,不養者,如字又以尚反
禮記,5,王制,337,期,音基
禮記,5,王制,338,少而,詩照反下注少者同
禮記,5,王制,339,之矜,本又作鰥同古頑反
禮記,5,王制,340,廩,兵品反
禮記,5,王制,341,瘖,於金反啞也
禮記,5,王制,342,聾,力東反
禮記,5,王制,343,跛,彼我反
禮記,5,王制,344,躄,必亦反兩足不能行也
禮記,5,王制,345,侏儒,音朱
禮記,5,王制,346,逺別,彼列反下文幷注同
禮記,5,王制,347,隨行,如字一音戸剛反下鴈行同
禮記,5,王制,348,任幷,必性反本又作倂
禮記,5,王制,349,提,音啼
禮記,5,王制,350,契,本亦作挈苦結反
禮記,5,王制,351,十億,於力反
禮記,5,王制,352,雍州,於用反
禮記,5,王制,353,斷長,音短
禮記,5,王制,354,去一,羌吕反
禮記,5,王制,355,爲率,音律又音類
禮記,5,王制,356,閒田,音閑下同
禮記,5,王制,357,禄食,音嗣又如字下皆同
禮記,5,王制,358,爲朝,于僞反
禮記,5,王制,359,絜淸,如字徐才性反
禮記,5,王制,360,用潘,芳袁反米汁也
禮記,5,王制,361,辟賢,音避
禮記,5,王制,362,冠,古亂反
禮記,5,王制,363,長幼,丁丈反
禮記,5,王制,364,斛,洪谷反
禮記,5,王制,365,幅,方服反
禮記,5,王制,366,狹,戸甲反
禮記,6,月令,1,月令第六,此是吕氏春秋十二紀之首後人刪合爲此記蔡伯喈王肅云周公所作
禮記,6,月令,2,卷之五孟春昬參,所林反
禮記,6,月令,3,中,如字徐丁仲反後放此
禮記,6,月令,4,長也,丁丈反
禮記,6,月令,5,於陬,足俱反又足侯反本又作娵同
禮記,6,月令,6,訾,子斯反
禮記,6,月令,7,爲人,于僞反
禮記,6,月令,8,軋也,乙八反
禮記,6,月令,9,解孚,音敷
禮記,6,月令,10,大暭,上音泰後文及注大蔟大史大寢大室大微大廟大祝大尉大宰皆同噑亦作昊胡老反大暭宓戲也
禮記,6,月令,11,句芒,古侯反下音亡句芒木正也少昊之子曰重爲之後句芒皆放此
禮記,6,月令,12,宓戲,音密又音服戲又作亦作犧又作羲同許冝反
禮記,6,月令,13,曰重,直龍反
禮記,6,月令,14,律中,丁仲反猶應也後放此凡如此之例十二月文注皆可以類求之
禮記,6,月令,15,大蔟,七豆反奏也
禮記,6,月令,16,猶應,應對之應下皆放此
禮記,6,月令,17,律長,直亮反又如字後皆放此
禮記,6,月令,18,律空,徐音孔
禮記,6,月令,19,臭羶,失然反
禮記,6,月令,20,先脾,婢支反
禮記,6,月令,21,於藏,才浪反後放此
禮記,6,月令,22,直脾,丈吏反又如字下宿直同後放此
禮記,6,月令,23,于奥,烏報反
禮記,6,月令,24,及腎,時忍反
禮記,6,月令,25,解凍,東送反
禮記,6,月令,26,蟄蟲,直立反
禮記,6,月令,27,上冰,時掌反下注以上同
禮記,6,月令,28,獺祭,他達反又他瞎反
禮記,6,月令,29,左个,古賀反偏也後放此
禮記,6,月令,30,乗鸞,力官反
禮記,6,月令,31,路,本又作輅
禮記,6,月令,32,載靑,音戴後放此
禮記,6,月令,33,旂,巨機反後放此
禮記,6,月令,34,衣靑,於旣反後放此下注依甲保猶衣同
禮記,6,月令,35,其􁏬,本又作器同
禮記,6,月令,36,冬夏,此卷内可以意求之
禮記,6,月令,37,衡璜,音黃
禮記,6,月令,38,火畜,許又反
禮記,6,月令,39,貫土,古亂反
禮記,6,月令,40,朝祀,直遥反下文注同
禮記,6,月令,41,龍卷,本又作衮古本反
禮記,6,月令,42,玄端,音冕
禮記,6,月令,43,先立春,悉薦反
禮記,6,月令,44,乃齊,側皆反本亦作齋卷内放此
禮記,6,月令,45,還乃,音旋後放此
禮記,6,月令,46,命相,息亮反注同下善相幷注放此
禮記,6,月令,47,施惠,如字又始豉反
禮記,6,月令,48,休其,許收許虯二反美也
禮記,6,月令,49,毋有,音無本亦作無下同
禮記,6,月令,50,不當,丁浪反
禮記,6,月令,51,宿,息六反徐音秀
禮記,6,月令,52,離,依注音儷吕計反偶也
禮記,6,月令,53,不貸,吐得反徐音二
禮記,6,月令,54,馮,音憑
禮記,6,月令,55,相,息亮反又如字
禮記,6,月令,56,候伺,音司又息嗣反
禮記,6,月令,57,載耒,力對反字林云耕曲水垂所作力佳反又力水反
禮記,6,月令,58,耜,音似
禮記,6,月令,59,措,七故反置也
禮記,6,月令,60,保介,音界注同
禮記,6,月令,61,帝藉,在亦反說文作耤云帝耤千畝
禮記,6,月令,62,三推,出佳反又吐回反下同推謂伐也
禮記,6,月令,63,參乗,繩證反
禮記,6,月令,64,爲天,于僞反下爲仲春爲傷爲死氣皆同
禮記,6,月令,65,勞酒,力報反注同
禮記,6,月令,66,氣上,時掌反注土上同
禮記,6,月令,67,萌動,莫耕反
禮記,6,月令,68,蒸達,音證又之丞反
禮記,6,月令,69,冒,莫報反覆也
禮記,6,月令,70,橛,求月反
禮記,6,月令,71,封疆,居良反注皆同
禮記,6,月令,72,經術,古定反注同術依注音遂
禮記,6,月令,73,田畯,音俊
禮記,6,月令,74,之分,扶問反
禮記,6,月令,75,嵎夷,音愚
禮記,6,月令,76,阪險,上音反又蒲版反下許檢反
禮記,6,月令,77,道民,音導
禮記,6,月令,78,旣飭,音勑
禮記,6,月令,79,農率,所類反謂田正
禮記,6,月令,80,用牝,頻忍反
禮記,6,月令,81,妊,而林而鴆二反
禮記,6,月令,82,毋覆,芳服反
禮記,6,月令,83,孩蟲,戸哀反
禮記,6,月令,84,胎,吐來反
禮記,6,月令,85,夭,烏老反
禮記,6,月令,86,麛,音迷
禮記,6,月令,87,卵,力管反
禮記,6,月令,88,掩骼,江百反
禮記,6,月令,89,埋胔,才賜反蔡云露骨曰骼有肉曰胔胔亦作骴
禮記,6,月令,90,肉腐,扶矩反
禮記,6,月令,91,蚤落,音早
禮記,6,月令,92,有恐,丘勇反
禮記,6,月令,93,大疫,音役
禮記,6,月令,94,焱風,必遥反徐芳遥反本又作飄
禮記,6,月令,95,宿直,音秀
禮記,6,月令,96,好風,呼報反
禮記,6,月令,97,藜,力兮反
禮記,6,月令,98,莠,音酉
禮記,6,月令,99,水潦,音老
禮記,6,月令,100,大摯,音至蔡云傷折
禮記,6,月令,101,首種,章勇反鄭云首種謂稷蔡云宿麥
禮記,6,月令,102,仲春日在奎,苦圭反
禮記,6,月令,103,昬弧,音胡
禮記,6,月令,104,降婁,戸江反
禮記,6,月令,105,夾鍾,古洽反一音頰
禮記,6,月令,106,四隙,去逆反
禮記,6,月令,107,倉庚,並如字本或加鳥非
禮記,6,月令,108,驪黃,力知反
禮記,6,月令,109,搏榖,音博
禮記,6,月令,110,幼少,詩召反
禮記,6,月令,111,省,所景反注同減也徐所幸反
禮記,6,月令,112,囹,音零
禮記,6,月令,113,圄,魚吕反囹圄今之獄
禮記,6,月令,114,去,羌吕反
禮記,6,月令,115,桎,音質今之械也
禮記,6,月令,116,梏,古毒反今之杻也木在足曰桎在手曰梏
禮記,6,月令,117,掠,音亮考捶
禮記,6,月令,118,械,戸戒反
禮記,6,月令,119,暴尸,歩卜反
禮記,6,月令,120,捶治,之橤反
禮記,6,月令,121,髙禖,音梅
禮記,6,月令,122,施生,始豉反
禮記,6,月令,123,孚乳,上如字一音芳付反下而樹反季春同
禮記,6,月令,124,娀簡,夙中反簡狄有娀氏女
禮記,6,月令,125,生契,息列反
禮記,6,月令,126,九嬪,毗人反
禮記,6,月令,127,謂從,才用反
禮記,6,月令,128,弓韣,大木反弓衣
禮記,6,月令,129,有娠,音身一音震謂懷妊
禮記,6,月令,130,始電,大練反
禮記,6,月令,131,先雷,悉薦反
禮記,6,月令,132,奮鐸,方問反下大各反
禮記,6,月令,133,度重,上音杜下音亮注同
禮記,6,月令,134,斗甬,音勇斛也
禮記,6,月令,135,權槩,古代反
禮記,6,月令,136,稱上,尺證反下同
禮記,6,月令,137,稱錘,丈僞反又丈爲反
禮記,6,月令,138,闔扇,戸臘反
禮記,6,月令,139,小閒,音閑
禮記,6,月令,140,毋漉,音鹿竭也
禮記,6,月令,141,陂池,彼冝反畜水曰陂穿地通水曰池尚書傳云澤障曰陂停水曰池
禮記,6,月令,142,畜水,勑六反
禮記,6,月令,143,乃鮮,依注音獻
禮記,6,月令,144,朝覿,大歷反
禮記,6,月令,145,冱寒,戸故反
禮記,6,月令,146,朝之,直遥反
禮記,6,月令,147,秬黍,音巨
禮記,6,月令,148,皆與,音預
禮記,6,月令,149,祭寒而藏之,本或作祭司寒案左氏傳無司字
禮記,6,月令,150,之長,丁丈反
禮記,6,月令,151,中丁,音仲本亦作仲
禮記,6,月令,152,爲季,于僞反下注同
禮記,6,月令,153,好雨,呼報反
禮記,6,月令,154,大隂,音泰
禮記,6,月令,155,煖氣,乃緩反又音暄
禮記,6,月令,156,蟲螟,亡丁反爾雅云食苗心螟
禮記,6,月令,157,季春在胃,音謂
禮記,6,月令,158,季少,詩召反
禮記,6,月令,159,姑洗,素典反
禮記,6,月令,160,爲鴽,音如母無也蔡云鶉䳺之屬
禮記,6,月令,161,虹,音紅又音絳蝶蝀也
禮記,6,月令,162,始見,賢遍反
禮記,6,月令,163,蓱始,歩丁反水上浮萍也
禮記,6,月令,164,毋無,上音牟反如字
禮記,6,月令,165,蝃,本又作螮丁計反亦作􁇧同
禮記,6,月令,166,蝀,本亦作東同丁孔反
禮記,6,月令,167,蓱萍,音平
禮記,6,月令,168,曰蘋,毗人反
禮記,6,月令,169,鞠衣,居六反如菊華也又去六反如麴塵
禮記,6,月令,170,爲將,于僞反下文乃爲注爲鳥同
禮記,6,月令,171,覆舟,芳服反下及注同
禮記,6,月令,172,薦鮪,于軌反
禮記,6,月令,173,發泄,息列反
禮記,6,月令,174,句者,古侯反屈生也
禮記,6,月令,175,倉廩,力甚反
禮記,6,月令,176,上騰,時掌反下注以上同
禮記,6,月令,177,循行,下孟反
禮記,6,月令,178,隄防,丁兮反下音房
禮記,6,月令,179,道達,音導
禮記,6,月令,180,有障,之亮反又音章
禮記,6,月令,181,便民,婢面反
禮記,6,月令,182,罝,子斜反
禮記,6,月令,183,罘,音浮
禮記,6,月令,184,畢翳,於計反
禮記,6,月令,185,餧,於僞反
禮記,6,月令,186,獸罟,音古
禮記,6,月令,187,爲弋,羊職反
禮記,6,月令,188,桑柘,之夜反
禮記,6,月令,189,戴勝,音帶注同本亦作載戴勝鳥名
禮記,6,月令,190,織紝,女今反
禮記,6,月令,191,曲植,直吏反曲薄也植蠶槌也
禮記,6,月令,192,籧筐,居吕反亦作筥下丘狂反方曰筐圎曰筥
禮記,6,月令,193,槌也,直追反又直類反又丈僞反
禮記,6,月令,194,東郷,許亮反注同
禮記,6,月令,195,毋觀,古喚反注同
禮記,6,月令,196,省婦,所景反
禮記,6,月令,197,去容,起吕反
禮記,6,月令,198,線,息賤反
禮記,6,月令,199,組,音祖
禮記,6,月令,200,紃,音旬
禮記,6,月令,201,分繭,古典反
禮記,6,月令,202,效功,戸敎反
禮記,6,月令,203,以共,音恭
禮記,6,月令,204,敢惰,徒臥反
禮記,6,月令,205,之量,音亮注同
禮記,6,月令,206,筋角,音斤
禮記,6,月令,207,箭幹,古旦反
禮記,6,月令,208,凡輮,如九反
禮記,6,月令,209,監工,古銜反注同
禮記,6,月令,210,悖,必内反
禮記,6,月令,211,淫巧,如字又苦孝反注同
禮記,6,月令,212,春液,音亦
禮記,6,月令,213,累牛,力追反注同
禮記,6,月令,214,騰,大登反
禮記,6,月令,215,遊牝,毗忍反徐扶死反
禮記,6,月令,216,皆乗,繩證反
禮記,6,月令,217,在廏,居又反
禮記,6,月令,218,挍數,所主反
禮記,6,月令,219,國難,乃多反後及注同驅疫鬼
禮記,6,月令,220,磔,竹栢反磔磔牲也
禮記,6,月令,221,穰,本又作攘如羊反
禮記,6,月令,222,氣佚,音逸後同
禮記,6,月令,223,索宝,所白反
禮記,6,月令,224,敺疫,丘于反
禮記,6,月令,225,大恐,丘勇反
禮記,6,月令,226,暵,呼旱反又呼旦反
禮記,6,月令,227,蚤降,音早
禮記,6,月令,228,孟夏婺女,音務
禮記,6,月令,229,言炳,音丙
禮記,6,月令,230,長育,丁丈反此月内除律長長大繼長皆同
禮記,6,月令,231,著見,賢遍反
禮記,6,月令,232,炎帝,于廉反炎帝神農也
禮記,6,月令,233,顓頊,上音專下音朂
禮記,6,月令,234,音徴,張里反後放此
禮記,6,月令,235,去一,起吕反
禮記,6,月令,236,中吕,音仲又如字
禮記,6,月令,237,無射,音亦
禮記,6,月令,238,臭焦,子遥反
禮記,6,月令,239,先肺,芳廢反
禮記,6,月令,240,竈陘,音刑
禮記,6,月令,241,螻,音樓
禮記,6,月令,242,蟈,古獲反螻蟈蛙也蔡云螻螻蛄蟈蛙也
禮記,6,月令,243,蛙,烏蝸反即蝦蟇也
禮記,6,月令,244,丘蚓,以忍反
禮記,6,月令,245,萆挈,上皮八反下起八反
禮記,6,月令,246,王萯,房九反
禮記,6,月令,247,赤駵,音留本又作騮
禮記,6,月令,248,菽,本又作叔音同
禮記,6,月令,249,以粗,七奴反大也
禮記,6,月令,250,木畜,許又反下水畜同
禮記,6,月令,251,先立,悉薦反
禮記,6,月令,252,欣說,上許斤反下音恱
禮記,6,月令,253,熛怒,必遥反下奴故反
禮記,6,月令,254,爲將,于僞反下爲逆爲妨爲傷下文爲天子皆同
禮記,6,月令,255,飲酎,直又反重釀之酒
禮記,6,月令,256,長大,如字下繼長同或丁丈反非也
禮記,6,月令,257,必當,丁浪反
禮記,6,月令,258,蕃廡,音煩下亡甫反下同
禮記,6,月令,259,有壊,音怪注同
禮記,6,月令,260,墮,許規反又作隳下注同
禮記,6,月令,261,始絺,勑其反
禮記,6,月令,262,出行,下孟反下同
禮記,6,月令,263,勞農,力報反
禮記,6,月令,264,聚畜,丑六反又許六反
禮記,6,月令,265,斷薄,丁亂反注同
禮記,6,月令,266,薺,才禮反
禮記,6,月令,267,草艾,魚廢反後皆同
禮記,6,月令,268,言醇,音純
禮記,6,月令,269,謂重,直龍反或直用反
禮記,6,月令,270,釀,女亮反
禮記,6,月令,271,於朝,直遥反
禮記,6,月令,272,飲蒸,之承反後皆同
禮記,6,月令,273,數來,所角反
禮記,6,月令,274,則蝗,徐華孟反范音横字林音黄
禮記,6,月令,275,仲夏昏亢,音剛又苦浪反
禮記,6,月令,276,蕤賔,人誰反
禮記,6,月令,277,應鍾,應對之應
禮記,6,月令,278,交酢,才各反
禮記,6,月令,279,螳,音堂
禮記,6,月令,280,蜋,音郎螳蜋螵蛸母也
禮記,6,月令,281,鶪,古闃反搏勞鳥字林工役反
禮記,6,月令,282,反舌,鄭云百舌鳥蔡伯喈云蝦蟇
禮記,6,月令,283,螵,匹遥反
禮記,6,月令,284,蛸,音消
禮記,6,月令,285,搏勞,音博又作伯
禮記,6,月令,286,壯佼,古卯反
禮記,6,月令,287,助長,丁丈反下長氣同
禮記,6,月令,288,鞀,大刀反本亦作鞉同
禮記,6,月令,289,鞞,步西反
禮記,6,月令,290,竽,音于
禮記,6,月令,291,竾,音池本又作篪同
禮記,6,月令,292,簧,音黄
禮記,6,月令,293,飭鐘,音勑
禮記,6,月令,294,柷,昌六反
禮記,6,月令,295,敔,魚吕反本又作圉
禮記,6,月令,296,為將,于偽反下文為民注為傷為其皆同
禮記,6,月令,297,大雩,音于
禮記,6,月令,298,百辟,必亦反注同
禮記,6,月令,299,句龍,古侯反
禮記,6,月令,300,龍見,賢遍反下御見同
禮記,6,月令,301,以雛,仕于反又仕俱反雞也爾雅云生啄雛
禮記,6,月令,302,含桃,本又作函湖南反含桃櫻桃也
禮記,6,月令,303,櫻,於耕反
禮記,6,月令,304,艾藍,力甘反
禮記,6,月令,305,可別,彼列反下文別羣同
禮記,6,月令,306,暴布,歩卜反
禮記,6,月令,307,大陽,音泰
禮記,6,月令,308,無索,所白反
禮記,6,月令,309,不難,乃旦反又如字
禮記,6,月令,310,挺重,大頂反寛也
禮記,6,月令,311,則執,如字蔡本作縶
禮記,6,月令,312,相蹄,大計反蹋也本或作踶音同
禮記,6,月令,313,廋人,所留反
禮記,6,月令,314,敎駣,音兆又音道字林音桃
禮記,6,月令,315,陽爭,爭鬪之爭注同
禮記,6,月令,316,從八能,子用反
禮記,6,月令,317,致和,戸臥反
禮記,6,月令,318,嗜欲,市志反
禮記,6,月令,319,晏隂,伊見反
禮記,6,月令,320,角解,戸買反
禮記,6,月令,321,蟬始,市志反
禮記,6,月令,322,半夏,戸嫁反半夏藥草
禮記,6,月令,323,木堇,音謹木堇王蒸也一名舜華
禮記,6,月令,324,王蒸,之承反
禮記,6,月令,325,臺榭,音謝
禮記,6,月令,326,樓觀,古喚反
禮記,6,月令,327,闍者,音都
禮記,6,月令,328,雹,歩角反
禮記,6,月令,329,凍,丁貢反
禮記,6,月令,330,百螣,音特食苗葉蟲
禮記,6,月令,331,乃饑,居疑反又音機
禮記,6,月令,332,零落,本又作苓音同
禮記,6,月令,333,民殃,於良反
禮記,6,月令,334,疫,音役
禮記,6,月令,335,季夏去一,起吕反後放此
禮記,6,月令,336,不任,音壬又如字
禮記,6,月令,337,純恪,苦各反
禮記,6,月令,338,蟋蟀,上音悉下音率
禮記,6,月令,339,腐草,扶矩反
禮記,6,月令,340,爲熒,本又作螢戸扃反螢火蟲也或作腐草化爲螢者非也
禮記,6,月令,341,攫,俱縛反一音九碧反
禮記,6,月令,342,搏,音博
禮記,6,月令,343,始鷙,音至本亦作摯同
禮記,6,月令,344,蛟,音交
禮記,6,月令,345,鼉,大多反又徒丹反
禮記,6,月令,346,黿,音元
禮記,6,月令,347,冒,亡報反
禮記,6,月令,348,榜人,必孟反
禮記,6,月令,349,材葦,于鬼反
禮記,6,月令,350,柔刄,而愼反
禮記,6,月令,351,爲艾,于僞反下文爲民注爲求福爲其同
禮記,6,月令,352,以共,音恭
禮記,6,月令,353,黼,音甫
禮記,6,月令,354,黻,音弗
禮記,6,月令,355,差貸,音二又他得反
禮記,6,月令,356,以別,彼列反
禮記,6,月令,357,旗,音其
禮記,6,月令,358,章識,申志反又如字
禮記,6,月令,359,行木,下孟反
禮記,6,月令,360,傜役,音遥
禮記,6,月令,361,徑,音逕
禮記,6,月令,362,辱暑,如字本或作溽音同濕也
禮記,6,月令,363,燒薙,他計反芟草又直履反
禮記,6,月令,364,芟草,所銜反
禮記,6,月令,365,萊地,音來
禮記,6,月令,366,夏日,人一反
禮記,6,月令,367,畜於,勑六反
禮記,6,月令,368,不復,扶又反
禮記,6,月令,369,以糞,方問反
禮記,6,月令,370,土疆,其丈反注同
禮記,6,月令,371,易行,以豉反
禮記,6,月令,372,強,其兩反
禮記,6,月令,373,㯺,好覽反
禮記,6,月令,374,鮮落,音仙又仙典反
禮記,6,月令,375,風欬,苦代反
禮記,6,月令,376,鷹隼,息允反
禮記,6,月令,377,蚤鷙,上音早下音至亦作鷙擊也
禮記,6,月令,378,走竄,七亂反
禮記,6,月令,379,中央,於相反
禮記,6,月令,380,蟲倮,力果反虎豹之屬淺毛者又乎瓦反
禮記,6,月令,381,露見,賢遍反
禮記,6,月令,382,中􁆤,力又反
禮記,6,月令,383,複穴,方服反
禮記,6,月令,384,五藏,才浪反
禮記,6,月令,385,圜,于權反
禮記,6,月令,386,以閎,音宏
禮記,6,月令,387,之長,丁丈反
禮記,6,月令,388,土畜,呼又反一金畜同
禮記,6,月令,389,孟秋少暭,詩召反注下放此少暭金天氏黃帝之子
禮記,6,月令,390,蓐收,音辱蓐收少暭之子曰該爲之
禮記,6,月令,391,應涼,應對之應
禮記,6,月令,392,狐貉,户各反依字作貈
禮記,6,月令,393,生􁇁,之然反
禮記,6,月令,394,則陂,彼義反
禮記,6,月令,395,左樞,昌朱反
禮記,6,月令,396,行戮,音六
禮記,6,月令,397,寒蜩,大彫反
禮記,6,月令,398,蜺也,五兮反寒螿
禮記,6,月令,399,緫章,子孔反
禮記,6,月令,400,白駱,音洛
禮記,6,月令,401,黒鬣,音獵本亦作髦音毛又一本作旄尾也
禮記,6,月令,402,先立秋,悉薦反
禮記,6,月令,403,軍帥,所類反下同本或作師注放此
禮記,6,月令,404,於朝,直遥反
禮記,6,月令,405,招拒,音矩
禮記,6,月令,406,諸將,子匠反下同
禮記,6,月令,407,詰誅,去吉反
禮記,6,月令,408,好惡,並如字又上呼報反下烏路反
禮記,6,月令,409,繕囹,市戰反
禮記,6,月令,410,罪邪,似嗟反
禮記,6,月令,411,搏執,音博
禮記,6,月令,412,察創,初良反注同
禮記,6,月令,413,審斷決,丁亂反下同蔡徒管反一讀絶句決字下屬
禮記,6,月令,414,贏,音盈注同
禮記,6,月令,415,猶解,古賣反
禮記,6,月令,416,完,胡官反
禮記,6,月令,417,隄,本又作提丁兮反
禮記,6,月令,418,防,本又作坊音房
禮記,6,月令,419,謹壅,於勇反
禮記,6,月令,420,畢好,呼報反
禮記,6,月令,421,坏,歩回反
禮記,6,月令,422,牆垣,音袁
禮記,6,月令,423,大使,色吏反
禮記,6,月令,424,介蟲,音界注同
禮記,6,月令,425,稻蟹,胡買反
禮記,6,月令,426,復還,扶又反下音環又音旋
禮記,6,月令,427,多瘧,魚畧反
禮記,6,月令,428,仲秋觜,子斯反又子髓反
禮記,6,月令,429,觿,戸圭反又戸規反
禮記,6,月令,430,盲風,亡庚反疾風
禮記,6,月令,431,謂閩,音文依字作蟁又作蚊
禮記,6,月令,432,蚋,人銳反又如恱反
禮記,6,月令,433,其養,餘亮反下同
禮記,6,月令,434,糜,亡皮反
禮記,6,月令,435,粥,之六反字林羊六反
禮記,6,月令,436,具飭,丑力反後放此
禮記,6,月令,437,有量,音亮下度量同
禮記,6,月令,438,朝宴,直遥反
禮記,6,月令,439,此爲,于僞反下爲民同
禮記,6,月令,440,必當,丁浪反下不當及注同
禮記,6,月令,441,枉,紆往反
禮記,6,月令,442,橈,女敎反又乃絞反字林作撓非
禮記,6,月令,443,申重,直用反
禮記,6,月令,444,循行,下孟反
禮記,6,月令,445,芻,初俱反草也
禮記,6,月令,446,豢,音患養也養牛羊曰芻犬豕曰豢以所食得名
禮記,6,月令,447,瞻,音占
禮記,6,月令,448,肥瘠,在亦反
禮記,6,月令,449,皆中,丁仲反
禮記,6,月令,450,乃難,力多反注同
禮記,6,月令,451,竇,音豆
禮記,6,月令,452,窖,古孝反
禮記,6,月令,453,脩囷,丘倫反
